icd_code,icd_version,long_title
78096,9,Generalized pain
78097,9,Altered mental status
78099,9,Other general symptoms
7810,9,Abnormal involuntary movements
7811,9,Disturbances of sensation of smell and taste
7812,9,Abnormality of gait
7813,9,Lack of coordination
7814,9,Transient paralysis of limb
7815,9,Clubbing of fingers
7816,9,Meningismus
7817,9,Tetany
7818,9,Neurologic neglect syndrome
78191,9,Loss of height
78192,9,Abnormal posture
78193,9,Ocular torticollis
78194,9,Facial weakness
78199,9,Other symptoms involving nervous and musculoskeletal systems
7820,9,Disturbance of skin sensation
7821,9,Rash and other nonspecific skin eruption
7822,9,"Localized superficial swelling, mass, or lump"
7823,9,Edema
7824,9,"Jaundice, unspecified, not of newborn"
7825,9,Cyanosis
78261,9,Pallor
78262,9,Flushing
7827,9,Spontaneous ecchymoses
7828,9,Changes in skin texture
7829,9,Other symptoms involving skin and integumentary tissues
7830,9,Anorexia
7831,9,Abnormal weight gain
78321,9,Loss of weight
78322,9,Underweight
7833,9,Feeding difficulties and mismanagement
78340,9,"Lack of normal physiological development, unspecified"
78341,9,Failure to thrive
78342,9,Delayed milestones
78343,9,Short stature
7835,9,Polydipsia
7836,9,Polyphagia
7837,9,Adult failure to thrive
7839,9,"Other symptoms concerning nutrition, metabolism, and development"
7840,9,Headache
7841,9,Throat pain
7842,9,"Swelling, mass, or lump in head and neck"
7843,9,Aphasia
78440,9,"Voice and resonance disorder, unspecified"
78441,9,Aphonia
78442,9,Dysphonia
78443,9,Hypernasality
78444,9,Hyponasality
78449,9,Other voice and resonance disorders
7845,9,Speech disturbance nec
78451,9,Dysarthria
78452,9,Fluency disorder in conditions classified elsewhere
78459,9,Other speech disturbance
78460,9,"Symbolic dysfunction, unspecified"
78461,9,Alexia and dyslexia
78469,9,Other symbolic dysfunction
7847,9,Epistaxis
7848,9,Hemorrhage from throat
78491,9,Postnasal drip
78492,9,Jaw pain
78499,9,Other symptoms involving head and neck
7850,9,"Tachycardia, unspecified"
7851,9,Palpitations
7852,9,Undiagnosed cardiac murmurs
7853,9,Other abnormal heart sounds
7854,9,Gangrene
78550,9,"Shock, unspecified"
78551,9,Cardiogenic shock
78552,9,Septic shock
78559,9,Other shock without mention of trauma
7856,9,Enlargement of lymph nodes
7859,9,Other symptoms involving cardiovascular system
78600,9,"Respiratory abnormality, unspecified"
78601,9,Hyperventilation
78602,9,Orthopnea
78603,9,Apnea
78604,9,Cheyne-Stokes respiration
78605,9,Shortness of breath
78606,9,Tachypnea
78607,9,Wheezing
78609,9,Other respiratory abnormalities
7861,9,Stridor
7862,9,Cough
7863,9,Hemoptysis
78630,9,"Hemoptysis, unspecified"
78631,9,Acute idiopathic pulmonary hemorrhage in infants [AIPHI]
78639,9,Other hemoptysis
7864,9,Abnormal sputum
78650,9,"Chest pain, unspecified"
78651,9,Precordial pain
78652,9,Painful respiration
78659,9,Other chest pain
7866,9,"Swelling, mass, or lump in chest"
7867,9,Abnormal chest sounds
7868,9,Hiccough
7869,9,Other symptoms involving respiratory system and chest
78701,9,Nausea with vomiting
78702,9,Nausea alone
78703,9,Vomiting alone
78704,9,Bilious emesis
7871,9,Heartburn
78720,9,"Dysphagia, unspecified"
78721,9,"Dysphagia, oral phase"
78722,9,"Dysphagia, oropharyngeal phase"
78723,9,"Dysphagia, pharyngeal phase"
78724,9,"Dysphagia, pharyngoesophageal phase"
78729,9,Other dysphagia
7873,9,"Flatulence, eructation, and gas pain"
7874,9,Visible peristalsis
7875,9,Abnormal bowel sounds
7876,9,Incontinence of feces
78760,9,Full incontinence of feces
78761,9,Incomplete defecation
78762,9,Fecal smearing
78763,9,Fecal urgency
7877,9,Abnormal feces
78791,9,Diarrhea
78799,9,Other symptoms involving digestive system
7880,9,Renal colic
7881,9,Dysuria
78820,9,"Retention of urine, unspecified"
78821,9,Incomplete bladder emptying
78829,9,Other specified retention of urine
78830,9,"Urinary incontinence, unspecified"
78831,9,Urge incontinence
78832,9,"Stress incontinence, male"
78833,9,Mixed incontinence (male) (female)
78834,9,Incontinence without sensory awareness
78835,9,Post-void dribbling
78836,9,Nocturnal enuresis
78837,9,Continuous leakage
78838,9,Overflow incontinence
78839,9,Other urinary incontinence
78841,9,Urinary frequency
78842,9,Polyuria
78843,9,Nocturia
7885,9,Oliguria and anuria
78861,9,Splitting of urinary stream
78862,9,Slowing of urinary stream
78863,9,Urgency of urination
78864,9,Urinary hesitancy
78865,9,Straining on urination
78869,9,Other abnormality of urination
7887,9,Urethral discharge
7888,9,Extravasation of urine
7889,9,Urinary sys symptom nec
78891,9,Functional urinary incontinence
78899,9,Other symptoms involving urinary system
78900,9,"Abdominal pain, unspecified site"
78901,9,"Abdominal pain, right upper quadrant"
78902,9,"Abdominal pain, left upper quadrant"
78903,9,"Abdominal pain, right lower quadrant"
78904,9,"Abdominal pain, left lower quadrant"
78905,9,"Abdominal pain, periumbilic"
78906,9,"Abdominal pain, epigastric"
78907,9,"Abdominal pain, generalized"
78909,9,"Abdominal pain, other specified site"
7891,9,Hepatomegaly
7892,9,Splenomegaly
78930,9,"Abdominal or pelvic swelling, mass, or lump, unspecified site"
78931,9,"Abdominal or pelvic swelling, mass, or lump, right upper quadrant"
78932,9,"Abdominal or pelvic swelling, mass, or lump, left upper quadrant"
78933,9,"Abdominal or pelvic swelling, mass, or lump, right lower quadrant"
78934,9,"Abdominal or pelvic swelling, mass, or lump, left lower quadrant"
78935,9,"Abdominal or pelvic swelling, mass, or lump, periumbilic"
78936,9,"Abdominal or pelvic swelling, mass, or lump, epigastric"
78937,9,"Abdominal or pelvic swelling, mass, or lump, generalized"
78939,9,"Abdominal or pelvic swelling, mass, or lump, other specified site"
78940,9,"Abdominal rigidity, unspecified site"
78941,9,"Abdominal rigidity, right upper quadrant"
78942,9,"Abdominal rigidity, left upper quadrant"
78943,9,"Abdominal rigidity, right lower quadrant"
78944,9,"Abdominal rigidity, left lower quadrant"
78945,9,"Abdominal rigidity, periumbilic"
78946,9,"Abdominal rigidity, epigastric"
78947,9,"Abdominal rigidity, generalized"
78949,9,"Abdominal rigidity, other specified site"
78951,9,Malignant ascites
78959,9,Other ascites
78960,9,"Abdominal tenderness, unspecified site"
78961,9,"Abdominal tenderness, right upper quadrant"
78962,9,"Abdominal tenderness, left upper quadrant"
78963,9,"Abdominal tenderness, right lower quadrant"
78964,9,"Abdominal tenderness, left lower quadrant"
78965,9,"Abdominal tenderness, periumbilic"
78966,9,"Abdominal tenderness, epigastric"
78967,9,"Abdominal tenderness, generalized"
78969,9,"Abdominal tenderness, other specified site"
7897,9,Colic
7899,9,Other symptoms involving abdomen and pelvis
79001,9,Precipitous drop in hematocrit
79009,9,Other abnormality of red blood cells
7901,9,Elevated sedimentation rate
79021,9,Impaired fasting glucose
79022,9,Impaired glucose tolerance test (oral)
79029,9,Other abnormal glucose
7903,9,Excessive blood level of alcohol
7904,9,Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]
7905,9,Other nonspecific abnormal serum enzyme levels
7906,9,Other abnormal blood chemistry
7907,9,Bacteremia
7908,9,"Viremia, unspecified"
79091,9,Abnormal arterial blood gases
79092,9,Abnormal coagulation profile
79093,9,Elevated prostate specific antigen [PSA]
79094,9,Euthyroid sick syndrome
79095,9,Elevated C-reactive protein (CRP)
79099,9,Other nonspecific findings on examination of blood
7910,9,Proteinuria
7911,9,Chyluria
7912,9,Hemoglobinuria
7913,9,Myoglobinuria
7914,9,Biliuria
7915,9,Glycosuria
7916,9,Acetonuria
7917,9,Other cells and casts in urine
7919,9,Other nonspecific findings on examination of urine
7920,9,Nonspecific abnormal findings in cerebrospinal fluid
7921,9,Nonspecific abnormal findings in stool contents
7922,9,Nonspecific abnormal findings in semen
7923,9,Nonspecific abnormal findings in amniotic fluid
7924,9,Nonspecific abnormal findings in saliva
7925,9,Cloudy (hemodialysis) (peritoneal) dialysis effluent
7929,9,Other nonspecific abnormal findings in body substances
7930,9,Nonspecific (abnormal) findings on radiological and other examination of skull and head
7931,9,Nonspecific (abnormal) findings on radiological and other examination of lung field
79311,9,Solitary pulmonary nodule
79319,9,Other nonspecific abnormal finding of lung field
7932,9,Nonspecific (abnormal) findings on radiological and other examination of other intrathoracic organs
7933,9,Nonspecific (abnormal) findings on radiological and other examination of biliary tract
7934,9,Nonspecific (abnormal) findings on radiological and other examination of gastrointestinal tract
7935,9,Nonspecific (abnormal) findings on radiological and other examination of genitourinary organs
7936,9,"Nonspecific (abnormal) findings on radiological and other examination of abdominal area, including retroperitoneum"
7937,9,Nonspecific (abnormal) findings on radiological and other examination of musculoskeletal system
79380,9,"Abnormal mammogram, unspecified"
79381,9,Mammographic microcalcification
79382,9,Inconclusive mammogram
79389,9,Other (abnormal) findings on radiological examination of breast
79391,9,Image test inconclusive due to excess body fat
79399,9,Other nonspecific (abnormal) findings on radiological and other examinations of body structure
79400,9,"Abnormal function study of brain and central nervous system, unspecified"
79401,9,Nonspecific abnormal echoencephalogram
79402,9,Nonspecific abnormal electroencephalogram [EEG]
79409,9,Other nonspecific abnormal results of function study of brain and central nervous system
79410,9,"Nonspecific abnormal response to nerve stimulation, unspecified"
79411,9,Nonspecific abnormal retinal function studies
79412,9,Nonspecific abnormal electro-oculogram [EOG]
79413,9,Nonspecific abnormal visually evoked potential
79414,9,Nonspecific abnormal oculomotor studies
79415,9,Nonspecific abnormal auditory function studies
79416,9,Nonspecific abnormal vestibular function studies
79417,9,Nonspecific abnormal electromyogram [EMG]
79419,9,Other nonspecific abnormal results of function study of peripheral nervous system and special senses
7942,9,Nonspecific abnormal results of pulmonary function study
79430,9,"Abnormal cardiovascular function study, unspecified"
79431,9,Nonspecific abnormal electrocardiogram [ECG] [EKG]
79439,9,Other nonspecific abnormal results of function study of cardiovascular system
7944,9,Nonspecific abnormal results of function study of kidney
7945,9,Nonspecific abnormal results of function study of thyroid
7946,9,Nonspecific abnormal results of other endocrine function study
7947,9,Nonspecific abnormal results of function study of basal metabolism
7948,9,Nonspecific abnormal results of function study of liver
7949,9,Nonspecific abnormal results of other specified function study
79500,9,Abnormal glandular Papanicolaou smear of cervix
79501,9,Papanicolaou smear of cervix with atypical squamous cells of undetermined significance (ASC-US)
79502,9,Papanicolaou smear of cervix with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H)
79503,9,Papanicolaou smear of cervix with low grade squamous intraepithelial lesion (LGSIL)
79504,9,Papanicolaou smear of cervix with high grade squamous intraepithelial lesion (HGSIL)
79505,9,Cervical high risk human papillomavirus (HPV) DNA test positive
79506,9,Papanicolaou smear of cervix with cytologic evidence of malignancy
79507,9,Satisfactory cervical smear but lacking transformation zone
79508,9,Unsatisfactory cervical cytology smear
79509,9,Other abnormal Papanicolaou smear of cervix and cervical HPV
7951,9,Abn pap smear-oth site
79510,9,Abnormal glandular Papanicolaou smear of vagina
79511,9,Papanicolaou smear of vagina with atypical squamous cells of undetermined significance (ASC-US)
79512,9,Papanicolaou smear of vagina with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H)
79513,9,Papanicolaou smear of vagina with low grade squamous intraepithelial lesion (LGSIL)
79514,9,Papanicolaou smear of vagina with high grade squamous intraepithelial lesion (HGSIL)
79515,9,Vaginal high risk human papillomavirus (HPV) DNA test positive
79516,9,Papanicolaou smear of vagina with cytologic evidence of malignancy
79518,9,Unsatisfactory vaginal cytology smear
79519,9,Other abnormal Papanicolaou smear of vagina and vaginal HPV
7952,9,Nonspecific abnormal findings on chromosomal analysis
79531,9,Nonspecific positive findings for anthrax
79539,9,Other nonspecific positive culture findings
7954,9,Other nonspecific abnormal histological findings
7955,9,Nonspecific reaction to tuberculin skin test without active tuberculosis
79551,9,Nonspecific reaction to tuberculin skin test without active tuberculosis
79552,9,Nonspecific reaction to cell mediated immunity measurement of gamma interferon antigen response without active tuberculosis
7956,9,False positive serological test for syphilis
79571,9,Nonspecific serologic evidence of human immunodeficiency virus [HIV]
79579,9,Other and unspecified nonspecific immunological findings
79581,9,Elevated carcinoembryonic antigen [CEA]
79582,9,Elevated cancer antigen 125 [CA 125]
79589,9,Other abnormal tumor markers
7960,9,Nonspecific abnormal toxicological findings
7961,9,Abnormal reflex
7962,9,Elevated blood pressure reading without diagnosis of hypertension
7963,9,Nonspecific low blood pressure reading
7964,9,Other abnormal clinical findings
7965,9,Abnormal finding on antenatal screening
7966,9,Abnormal findings on neonatal screening
79670,9,Abnormal glandular Papanicolaou smear of anus
79671,9,Papanicolaou smear of anus with atypical squamous cells of undetermined significance (ASC-US)
79672,9,Papanicolaou smear of anus with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H)
79673,9,Papanicolaou smear of anus with low grade squamous intraepithelial lesion (LGSIL)
79674,9,Papanicolaou smear of anus with high grade squamous intraepithelial lesion (HGSIL)
79675,9,Anal high risk human papillomavirus (HPV) DNA test positive
79676,9,Papanicolaou smear of anus with cytologic evidence of malignancy
79677,9,Satisfactory anal smear but lacking transformation zone
79678,9,Unsatisfactory anal cytology smear
79679,9,Other abnormal Papanicolaou smear of anus and anal HPV
7969,9,Other nonspecific abnormal findings
797,9,Senility without mention of psychosis
7980,9,Sudden infant death syndrome
7981,9,Instantaneous death
7982,9,"Death occurring in less than 24 hours from onset of symptoms, not otherwise explained"
7989,9,Unattended death
79901,9,Asphyxia
79902,9,Hypoxemia
7991,9,Respiratory arrest
7992,9,Nervousness
79921,9,Nervousness
79922,9,Irritability
79923,9,Impulsiveness
79924,9,Emotional lability
79925,9,Demoralization and apathy
79929,9,Other signs and symptoms involving emotional state
7993,9,"Debility, unspecified"
7994,9,Cachexia
79951,9,Attention or concentration deficit
79952,9,Cognitive communication deficit
79953,9,Visuospatial deficit
79954,9,Psychomotor deficit
79955,9,Frontal lobe and executive function deficit
79959,9,Other signs and symptoms involving cognition
79981,9,Decreased libido
79982,9,Apparent life threatening event in infant
79989,9,Other ill-defined conditions
7999,9,Other unknown and unspecified cause of morbidity and mortality
80000,9,"Closed fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness"
80001,9,"Closed fracture of vault of skull without mention of intracranial injury, with no loss of consciousness"
80002,9,"Closed fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness"
80003,9,"Closed fracture of vault of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness"
80004,9,"Closed fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80005,9,"Closed fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80006,9,"Closed fracture of vault of skull without mention of intracranial injury, with loss of consciousness of unspecified duration"
80009,9,"Closed fracture of vault of skull without mention of intracranial injury, with concussion, unspecified"
80010,9,"Closed fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness"
80011,9,"Closed fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness"
80012,9,"Closed fracture of vault of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
80013,9,"Closed fracture of vault of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness"
80014,9,"Closed fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80015,9,"Closed fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80016,9,"Closed fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
80019,9,"Closed fracture of vault of skull with cerebral laceration and contusion, with concussion, unspecified"
80020,9,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
80021,9,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
80022,9,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
80023,9,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness"
80024,9,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80025,9,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80026,9,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
80029,9,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified"
80030,9,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness"
80031,9,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness"
80032,9,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
80033,9,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness"
80034,9,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80035,9,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80036,9,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration"
80039,9,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified"
80040,9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness"
80041,9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness"
80042,9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness"
80043,9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness"
80044,9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80045,9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80046,9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
80049,9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified"
80050,9,"Open fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness"
80051,9,"Open fracture of vault of skull without mention of intracranial injury, with no loss of consciousness"
80052,9,"Open fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness"
80053,9,"Open fracture of vault of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness"
80054,9,"Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80055,9,"Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80056,9,"Open fracture of vault of skull without mention of intracranial injury, with loss of consciousness of unspecified duration"
80059,9,"Open fracture of vault of skull without mention of intracranial injury, with concussion, unspecified"
80060,9,"Open fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness"
80061,9,"Open fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness"
80062,9,"Open fracture of vault of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
80063,9,"Open fracture of vault of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness"
80064,9,"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80065,9,"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80066,9,"Open fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
80069,9,"Open fracture of vault of skull with cerebral laceration and contusion, with concussion, unspecified"
80070,9,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
80071,9,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
80072,9,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
80073,9,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness"
80074,9,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80075,9,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80076,9,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
80079,9,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified"
80080,9,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness"
80081,9,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness"
80082,9,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
80083,9,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness"
80084,9,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80085,9,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80086,9,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration"
80089,9,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified"
80090,9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness"
80091,9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness"
80092,9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness"
80093,9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness"
80094,9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80095,9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80096,9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
80099,9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified"
80100,9,"Closed fracture of base of skull without mention of intra cranial injury, unspecified state of consciousness"
80101,9,"Closed fracture of base of skull without mention of intra cranial injury, with no loss of consciousness"
80102,9,"Closed fracture of base of skull without mention of intra cranial injury, with brief [less than one hour] loss of consciousness"
80103,9,"Closed fracture of base of skull without mention of intra cranial injury, with moderate [1-24 hours] loss of consciousness"
80104,9,"Closed fracture of base of skull without mention of intra cranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80105,9,"Closed fracture of base of skull without mention of intra cranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80106,9,"Closed fracture of base of skull without mention of intra cranial injury, with loss of consciousness of unspecified duration"
80109,9,"Closed fracture of base of skull without mention of intra cranial injury, with concussion, unspecified"
80110,9,"Closed fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness"
80111,9,"Closed fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness"
80112,9,"Closed fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
80113,9,"Closed fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness"
80114,9,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80115,9,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80116,9,"Closed fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
80119,9,"Closed fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified"
80120,9,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
80121,9,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
80122,9,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
80123,9,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness"
80124,9,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80125,9,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80126,9,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
80129,9,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified"
80130,9,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness"
80131,9,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness"
80132,9,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
80133,9,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness"
80134,9,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80135,9,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80136,9,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration"
80139,9,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified"
80140,9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness"
80141,9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness"
80142,9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness"
80143,9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness"
80144,9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours) loss of consciousness and return to pre-existing conscious level"
80145,9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80146,9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
80149,9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with concussion, unspecified"
80150,9,"Open fracture of base of skull without mention of intracranial injury, unspecified state of consciousness"
80151,9,"Open fracture of base of skull without mention of intracranial injury, with no loss of consciousness"
80152,9,"Open fracture of base of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness"
80153,9,"Open fracture of base of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness"
80154,9,"Open fracture of base of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80155,9,"Open fracture of base of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80156,9,"Open fracture of base of skull without mention of intracranial injury, with loss of consciousness of unspecified duration"
80159,9,"Open fracture of base of skull without mention of intracranial injury, with concussion, unspecified"
80160,9,"Open fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness"
80161,9,"Open fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness"
