icd_code,icd_version,long_title
S85399A,10,"Other specified injury of greater saphenous vein at lower leg level, unspecified leg, initial encounter"
S85399D,10,"Other specified injury of greater saphenous vein at lower leg level, unspecified leg, subsequent encounter"
S85399S,10,"Other specified injury of greater saphenous vein at lower leg level, unspecified leg, sequela"
S854,10,Injury of lesser saphenous vein at lower leg level
S8540,10,Unspecified injury of lesser saphenous vein at lower leg level
S85401,10,"Unspecified injury of lesser saphenous vein at lower leg level, right leg"
S85401A,10,"Unspecified injury of lesser saphenous vein at lower leg level, right leg, initial encounter"
S85401D,10,"Unspecified injury of lesser saphenous vein at lower leg level, right leg, subsequent encounter"
S85401S,10,"Unspecified injury of lesser saphenous vein at lower leg level, right leg, sequela"
S85402,10,"Unspecified injury of lesser saphenous vein at lower leg level, left leg"
S85402A,10,"Unspecified injury of lesser saphenous vein at lower leg level, left leg, initial encounter"
S85402D,10,"Unspecified injury of lesser saphenous vein at lower leg level, left leg, subsequent encounter"
S85402S,10,"Unspecified injury of lesser saphenous vein at lower leg level, left leg, sequela"
S85409,10,"Unspecified injury of lesser saphenous vein at lower leg level, unspecified leg"
S85409A,10,"Unspecified injury of lesser saphenous vein at lower leg level, unspecified leg, initial encounter"
S85409D,10,"Unspecified injury of lesser saphenous vein at lower leg level, unspecified leg, subsequent encounter"
S85409S,10,"Unspecified injury of lesser saphenous vein at lower leg level, unspecified leg, sequela"
S8541,10,Laceration of lesser saphenous vein at lower leg level
S85411,10,"Laceration of lesser saphenous vein at lower leg level, right leg"
S85411A,10,"Laceration of lesser saphenous vein at lower leg level, right leg, initial encounter"
S85411D,10,"Laceration of lesser saphenous vein at lower leg level, right leg, subsequent encounter"
S85411S,10,"Laceration of lesser saphenous vein at lower leg level, right leg, sequela"
S85412,10,"Laceration of lesser saphenous vein at lower leg level, left leg"
S85412A,10,"Laceration of lesser saphenous vein at lower leg level, left leg, initial encounter"
S85412D,10,"Laceration of lesser saphenous vein at lower leg level, left leg, subsequent encounter"
S85412S,10,"Laceration of lesser saphenous vein at lower leg level, left leg, sequela"
S85419,10,"Laceration of lesser saphenous vein at lower leg level, unspecified leg"
S85419A,10,"Laceration of lesser saphenous vein at lower leg level, unspecified leg, initial encounter"
S85419D,10,"Laceration of lesser saphenous vein at lower leg level, unspecified leg, subsequent encounter"
S85419S,10,"Laceration of lesser saphenous vein at lower leg level, unspecified leg, sequela"
S8549,10,Other specified injury of lesser saphenous vein at lower leg level
S85491,10,"Other specified injury of lesser saphenous vein at lower leg level, right leg"
S85491A,10,"Other specified injury of lesser saphenous vein at lower leg level, right leg, initial encounter"
S85491D,10,"Other specified injury of lesser saphenous vein at lower leg level, right leg, subsequent encounter"
S85491S,10,"Other specified injury of lesser saphenous vein at lower leg level, right leg, sequela"
S85492,10,"Other specified injury of lesser saphenous vein at lower leg level, left leg"
S85492A,10,"Other specified injury of lesser saphenous vein at lower leg level, left leg, initial encounter"
S85492D,10,"Other specified injury of lesser saphenous vein at lower leg level, left leg, subsequent encounter"
S85492S,10,"Other specified injury of lesser saphenous vein at lower leg level, left leg, sequela"
S85499,10,"Other specified injury of lesser saphenous vein at lower leg level, unspecified leg"
S85499A,10,"Other specified injury of lesser saphenous vein at lower leg level, unspecified leg, initial encounter"
S85499D,10,"Other specified injury of lesser saphenous vein at lower leg level, unspecified leg, subsequent encounter"
S85499S,10,"Other specified injury of lesser saphenous vein at lower leg level, unspecified leg, sequela"
S855,10,Injury of popliteal vein
S8550,10,Unspecified injury of popliteal vein
S85501,10,"Unspecified injury of popliteal vein, right leg"
S85501A,10,"Unspecified injury of popliteal vein, right leg, initial encounter"
S85501D,10,"Unspecified injury of popliteal vein, right leg, subsequent encounter"
S85501S,10,"Unspecified injury of popliteal vein, right leg, sequela"
S85502,10,"Unspecified injury of popliteal vein, left leg"
S85502A,10,"Unspecified injury of popliteal vein, left leg, initial encounter"
S85502D,10,"Unspecified injury of popliteal vein, left leg, subsequent encounter"
S85502S,10,"Unspecified injury of popliteal vein, left leg, sequela"
S85509,10,"Unspecified injury of popliteal vein, unspecified leg"
S85509A,10,"Unspecified injury of popliteal vein, unspecified leg, initial encounter"
S85509D,10,"Unspecified injury of popliteal vein, unspecified leg, subsequent encounter"
S85509S,10,"Unspecified injury of popliteal vein, unspecified leg, sequela"
S8551,10,Laceration of popliteal vein
S85511,10,"Laceration of popliteal vein, right leg"
S85511A,10,"Laceration of popliteal vein, right leg, initial encounter"
S85511D,10,"Laceration of popliteal vein, right leg, subsequent encounter"
S85511S,10,"Laceration of popliteal vein, right leg, sequela"
S85512,10,"Laceration of popliteal vein, left leg"
S85512A,10,"Laceration of popliteal vein, left leg, initial encounter"
S85512D,10,"Laceration of popliteal vein, left leg, subsequent encounter"
S85512S,10,"Laceration of popliteal vein, left leg, sequela"
S85519,10,"Laceration of popliteal vein, unspecified leg"
S85519A,10,"Laceration of popliteal vein, unspecified leg, initial encounter"
S85519D,10,"Laceration of popliteal vein, unspecified leg, subsequent encounter"
S85519S,10,"Laceration of popliteal vein, unspecified leg, sequela"
S8559,10,Other specified injury of popliteal vein
S85591,10,"Other specified injury of popliteal vein, right leg"
S85591A,10,"Other specified injury of popliteal vein, right leg, initial encounter"
S85591D,10,"Other specified injury of popliteal vein, right leg, subsequent encounter"
S85591S,10,"Other specified injury of popliteal vein, right leg, sequela"
S85592,10,"Other specified injury of popliteal vein, left leg"
S85592A,10,"Other specified injury of popliteal vein, left leg, initial encounter"
S85592D,10,"Other specified injury of popliteal vein, left leg, subsequent encounter"
S85592S,10,"Other specified injury of popliteal vein, left leg, sequela"
S85599,10,"Other specified injury of popliteal vein, unspecified leg"
S85599A,10,"Other specified injury of popliteal vein, unspecified leg, initial encounter"
S85599D,10,"Other specified injury of popliteal vein, unspecified leg, subsequent encounter"
S85599S,10,"Other specified injury of popliteal vein, unspecified leg, sequela"
S858,10,Injury of other blood vessels at lower leg level
S8580,10,Unspecified injury of other blood vessels at lower leg level
S85801,10,"Unspecified injury of other blood vessels at lower leg level, right leg"
S85801A,10,"Unspecified injury of other blood vessels at lower leg level, right leg, initial encounter"
S85801D,10,"Unspecified injury of other blood vessels at lower leg level, right leg, subsequent encounter"
S85801S,10,"Unspecified injury of other blood vessels at lower leg level, right leg, sequela"
S85802,10,"Unspecified injury of other blood vessels at lower leg level, left leg"
S85802A,10,"Unspecified injury of other blood vessels at lower leg level, left leg, initial encounter"
S85802D,10,"Unspecified injury of other blood vessels at lower leg level, left leg, subsequent encounter"
S85802S,10,"Unspecified injury of other blood vessels at lower leg level, left leg, sequela"
S85809,10,"Unspecified injury of other blood vessels at lower leg level, unspecified leg"
S85809A,10,"Unspecified injury of other blood vessels at lower leg level, unspecified leg, initial encounter"
S85809D,10,"Unspecified injury of other blood vessels at lower leg level, unspecified leg, subsequent encounter"
S85809S,10,"Unspecified injury of other blood vessels at lower leg level, unspecified leg, sequela"
S8581,10,Laceration of other blood vessels at lower leg level
S85811,10,"Laceration of other blood vessels at lower leg level, right leg"
S85811A,10,"Laceration of other blood vessels at lower leg level, right leg, initial encounter"
S85811D,10,"Laceration of other blood vessels at lower leg level, right leg, subsequent encounter"
S85811S,10,"Laceration of other blood vessels at lower leg level, right leg, sequela"
S85812,10,"Laceration of other blood vessels at lower leg level, left leg"
S85812A,10,"Laceration of other blood vessels at lower leg level, left leg, initial encounter"
S85812D,10,"Laceration of other blood vessels at lower leg level, left leg, subsequent encounter"
S85812S,10,"Laceration of other blood vessels at lower leg level, left leg, sequela"
S85819,10,"Laceration of other blood vessels at lower leg level, unspecified leg"
S85819A,10,"Laceration of other blood vessels at lower leg level, unspecified leg, initial encounter"
S85819D,10,"Laceration of other blood vessels at lower leg level, unspecified leg, subsequent encounter"
S85819S,10,"Laceration of other blood vessels at lower leg level, unspecified leg, sequela"
S8589,10,Other specified injury of other blood vessels at lower leg level
S85891,10,"Other specified injury of other blood vessels at lower leg level, right leg"
S85891A,10,"Other specified injury of other blood vessels at lower leg level, right leg, initial encounter"
S85891D,10,"Other specified injury of other blood vessels at lower leg level, right leg, subsequent encounter"
S85891S,10,"Other specified injury of other blood vessels at lower leg level, right leg, sequela"
S85892,10,"Other specified injury of other blood vessels at lower leg level, left leg"
S85892A,10,"Other specified injury of other blood vessels at lower leg level, left leg, initial encounter"
S85892D,10,"Other specified injury of other blood vessels at lower leg level, left leg, subsequent encounter"
S85892S,10,"Other specified injury of other blood vessels at lower leg level, left leg, sequela"
S85899,10,"Other specified injury of other blood vessels at lower leg level, unspecified leg"
S85899A,10,"Other specified injury of other blood vessels at lower leg level, unspecified leg, initial encounter"
S85899D,10,"Other specified injury of other blood vessels at lower leg level, unspecified leg, subsequent encounter"
S85899S,10,"Other specified injury of other blood vessels at lower leg level, unspecified leg, sequela"
S859,10,Injury of unspecified blood vessel at lower leg level
S8590,10,Unspecified injury of unspecified blood vessel at lower leg level
S85901,10,"Unspecified injury of unspecified blood vessel at lower leg level, right leg"
S85901A,10,"Unspecified injury of unspecified blood vessel at lower leg level, right leg, initial encounter"
S85901D,10,"Unspecified injury of unspecified blood vessel at lower leg level, right leg, subsequent encounter"
S85901S,10,"Unspecified injury of unspecified blood vessel at lower leg level, right leg, sequela"
S85902,10,"Unspecified injury of unspecified blood vessel at lower leg level, left leg"
S85902A,10,"Unspecified injury of unspecified blood vessel at lower leg level, left leg, initial encounter"
S85902D,10,"Unspecified injury of unspecified blood vessel at lower leg level, left leg, subsequent encounter"
S85902S,10,"Unspecified injury of unspecified blood vessel at lower leg level, left leg, sequela"
S85909,10,"Unspecified injury of unspecified blood vessel at lower leg level, unspecified leg"
S85909A,10,"Unspecified injury of unspecified blood vessel at lower leg level, unspecified leg, initial encounter"
S85909D,10,"Unspecified injury of unspecified blood vessel at lower leg level, unspecified leg, subsequent encounter"
S85909S,10,"Unspecified injury of unspecified blood vessel at lower leg level, unspecified leg, sequela"
S8591,10,Laceration of unspecified blood vessel at lower leg level
S85911,10,"Laceration of unspecified blood vessel at lower leg level, right leg"
S85911A,10,"Laceration of unspecified blood vessel at lower leg level, right leg, initial encounter"
S85911D,10,"Laceration of unspecified blood vessel at lower leg level, right leg, subsequent encounter"
S85911S,10,"Laceration of unspecified blood vessel at lower leg level, right leg, sequela"
S85912,10,"Laceration of unspecified blood vessel at lower leg level, left leg"
S85912A,10,"Laceration of unspecified blood vessel at lower leg level, left leg, initial encounter"
S85912D,10,"Laceration of unspecified blood vessel at lower leg level, left leg, subsequent encounter"
S85912S,10,"Laceration of unspecified blood vessel at lower leg level, left leg, sequela"
S85919,10,"Laceration of unspecified blood vessel at lower leg level, unspecified leg"
S85919A,10,"Laceration of unspecified blood vessel at lower leg level, unspecified leg, initial encounter"
S85919D,10,"Laceration of unspecified blood vessel at lower leg level, unspecified leg, subsequent encounter"
S85919S,10,"Laceration of unspecified blood vessel at lower leg level, unspecified leg, sequela"
S8599,10,Other specified injury of unspecified blood vessel at lower leg level
S85991,10,"Other specified injury of unspecified blood vessel at lower leg level, right leg"
S85991A,10,"Other specified injury of unspecified blood vessel at lower leg level, right leg, initial encounter"
S85991D,10,"Other specified injury of unspecified blood vessel at lower leg level, right leg, subsequent encounter"
S85991S,10,"Other specified injury of unspecified blood vessel at lower leg level, right leg, sequela"
S85992,10,"Other specified injury of unspecified blood vessel at lower leg level, left leg"
S85992A,10,"Other specified injury of unspecified blood vessel at lower leg level, left leg, initial encounter"
S85992D,10,"Other specified injury of unspecified blood vessel at lower leg level, left leg, subsequent encounter"
S85992S,10,"Other specified injury of unspecified blood vessel at lower leg level, left leg, sequela"
S85999,10,"Other specified injury of unspecified blood vessel at lower leg level, unspecified leg"
S85999A,10,"Other specified injury of unspecified blood vessel at lower leg level, unspecified leg, initial encounter"
S85999D,10,"Other specified injury of unspecified blood vessel at lower leg level, unspecified leg, subsequent encounter"
S85999S,10,"Other specified injury of unspecified blood vessel at lower leg level, unspecified leg, sequela"
S86,10,"Injury of muscle, fascia and tendon at lower leg level"
S860,10,Injury of Achilles tendon
S8600,10,Unspecified injury of Achilles tendon
S86001,10,Unspecified injury of right Achilles tendon
S86001A,10,"Unspecified injury of right Achilles tendon, initial encounter"
S86001D,10,"Unspecified injury of right Achilles tendon, subsequent encounter"
S86001S,10,"Unspecified injury of right Achilles tendon, sequela"
S86002,10,Unspecified injury of left Achilles tendon
S86002A,10,"Unspecified injury of left Achilles tendon, initial encounter"
S86002D,10,"Unspecified injury of left Achilles tendon, subsequent encounter"
S86002S,10,"Unspecified injury of left Achilles tendon, sequela"
S86009,10,Unspecified injury of unspecified Achilles tendon
S86009A,10,"Unspecified injury of unspecified Achilles tendon, initial encounter"
S86009D,10,"Unspecified injury of unspecified Achilles tendon, subsequent encounter"
S86009S,10,"Unspecified injury of unspecified Achilles tendon, sequela"
S8601,10,Strain of Achilles tendon
S86011,10,Strain of right Achilles tendon
S86011A,10,"Strain of right Achilles tendon, initial encounter"
S86011D,10,"Strain of right Achilles tendon, subsequent encounter"
S86011S,10,"Strain of right Achilles tendon, sequela"
S86012,10,Strain of left Achilles tendon
S86012A,10,"Strain of left Achilles tendon, initial encounter"
S86012D,10,"Strain of left Achilles tendon, subsequent encounter"
S86012S,10,"Strain of left Achilles tendon, sequela"
S86019,10,Strain of unspecified Achilles tendon
S86019A,10,"Strain of unspecified Achilles tendon, initial encounter"
S86019D,10,"Strain of unspecified Achilles tendon, subsequent encounter"
S86019S,10,"Strain of unspecified Achilles tendon, sequela"
S8602,10,Laceration of Achilles tendon
S86021,10,Laceration of right Achilles tendon
S86021A,10,"Laceration of right Achilles tendon, initial encounter"
S86021D,10,"Laceration of right Achilles tendon, subsequent encounter"
S86021S,10,"Laceration of right Achilles tendon, sequela"
S86022,10,Laceration of left Achilles tendon
S86022A,10,"Laceration of left Achilles tendon, initial encounter"
S86022D,10,"Laceration of left Achilles tendon, subsequent encounter"
S86022S,10,"Laceration of left Achilles tendon, sequela"
S86029,10,Laceration of unspecified Achilles tendon
S86029A,10,"Laceration of unspecified Achilles tendon, initial encounter"
S86029D,10,"Laceration of unspecified Achilles tendon, subsequent encounter"
S86029S,10,"Laceration of unspecified Achilles tendon, sequela"
S8609,10,Other specified injury of Achilles tendon
S86091,10,Other specified injury of right Achilles tendon
S86091A,10,"Other specified injury of right Achilles tendon, initial encounter"
S86091D,10,"Other specified injury of right Achilles tendon, subsequent encounter"
S86091S,10,"Other specified injury of right Achilles tendon, sequela"
S86092,10,Other specified injury of left Achilles tendon
S86092A,10,"Other specified injury of left Achilles tendon, initial encounter"
S86092D,10,"Other specified injury of left Achilles tendon, subsequent encounter"
S86092S,10,"Other specified injury of left Achilles tendon, sequela"
S86099,10,Other specified injury of unspecified Achilles tendon
S86099A,10,"Other specified injury of unspecified Achilles tendon, initial encounter"
S86099D,10,"Other specified injury of unspecified Achilles tendon, subsequent encounter"
S86099S,10,"Other specified injury of unspecified Achilles tendon, sequela"
S861,10,Injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level
S8610,10,Unspecified injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level
S86101,10,"Unspecified injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg"
S86101A,10,"Unspecified injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg, initial encounter"
S86101D,10,"Unspecified injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg, subsequent encounter"
S86101S,10,"Unspecified injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg, sequela"
S86102,10,"Unspecified injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg"
S86102A,10,"Unspecified injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg, initial encounter"
S86102D,10,"Unspecified injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg, subsequent encounter"
S86102S,10,"Unspecified injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg, sequela"
S86109,10,"Unspecified injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg"
S86109A,10,"Unspecified injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg, initial encounter"
S86109D,10,"Unspecified injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg, subsequent encounter"
S86109S,10,"Unspecified injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg, sequela"
S8611,10,Strain of other muscle(s) and tendon(s) of posterior muscle group at lower leg level
S86111,10,"Strain of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg"
S86111A,10,"Strain of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg, initial encounter"
S86111D,10,"Strain of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg, subsequent encounter"
S86111S,10,"Strain of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg, sequela"
S86112,10,"Strain of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg"
S86112A,10,"Strain of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg, initial encounter"
S86112D,10,"Strain of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg, subsequent encounter"
S86112S,10,"Strain of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg, sequela"
S86119,10,"Strain of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg"
S86119A,10,"Strain of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg, initial encounter"
S86119D,10,"Strain of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg, subsequent encounter"
S86119S,10,"Strain of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg, sequela"
S8612,10,Laceration of other muscle(s) and tendon(s) of posterior muscle group at lower leg level
S86121,10,"Laceration of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg"
S86121A,10,"Laceration of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg, initial encounter"
S86121D,10,"Laceration of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg, subsequent encounter"
S86121S,10,"Laceration of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg, sequela"
S86122,10,"Laceration of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg"
S86122A,10,"Laceration of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg, initial encounter"
S86122D,10,"Laceration of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg, subsequent encounter"
S86122S,10,"Laceration of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg, sequela"
S86129,10,"Laceration of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg"
S86129A,10,"Laceration of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg, initial encounter"
S86129D,10,"Laceration of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg, subsequent encounter"
S86129S,10,"Laceration of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg, sequela"
S8619,10,Other injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level
S86191,10,"Other injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg"
S86191A,10,"Other injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg, initial encounter"
S86191D,10,"Other injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg, subsequent encounter"
S86191S,10,"Other injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg, sequela"
S86192,10,"Other injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg"
S86192A,10,"Other injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg, initial encounter"
S86192D,10,"Other injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg, subsequent encounter"
S86192S,10,"Other injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg, sequela"
S86199,10,"Other injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg"
S86199A,10,"Other injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg, initial encounter"
S86199D,10,"Other injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg, subsequent encounter"
S86199S,10,"Other injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg, sequela"
S862,10,Injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level
S8620,10,Unspecified injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level
S86201,10,"Unspecified injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg"
S86201A,10,"Unspecified injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg, initial encounter"
S86201D,10,"Unspecified injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg, subsequent encounter"
S86201S,10,"Unspecified injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg, sequela"
S86202,10,"Unspecified injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg"
S86202A,10,"Unspecified injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg, initial encounter"
S86202D,10,"Unspecified injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg, subsequent encounter"
S86202S,10,"Unspecified injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg, sequela"
S86209,10,"Unspecified injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg"
S86209A,10,"Unspecified injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg, initial encounter"
S86209D,10,"Unspecified injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg, subsequent encounter"
S86209S,10,"Unspecified injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg, sequela"
S8621,10,Strain of muscle(s) and tendon(s) of anterior muscle group at lower leg level
S86211,10,"Strain of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg"
S86211A,10,"Strain of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg, initial encounter"
S86211D,10,"Strain of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg, subsequent encounter"
S86211S,10,"Strain of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg, sequela"
S86212,10,"Strain of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg"
S86212A,10,"Strain of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg, initial encounter"
S86212D,10,"Strain of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg, subsequent encounter"
S86212S,10,"Strain of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg, sequela"
S86219,10,"Strain of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg"
S86219A,10,"Strain of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg, initial encounter"
S86219D,10,"Strain of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg, subsequent encounter"
S86219S,10,"Strain of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg, sequela"
S8622,10,Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level
S86221,10,"Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg"
S86221A,10,"Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg, initial encounter"
S86221D,10,"Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg, subsequent encounter"
S86221S,10,"Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg, sequela"
S86222,10,"Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg"
S86222A,10,"Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg, initial encounter"
S86222D,10,"Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg, subsequent encounter"
S86222S,10,"Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg, sequela"
S86229,10,"Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg"
S86229A,10,"Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg, initial encounter"
S86229D,10,"Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg, subsequent encounter"
S86229S,10,"Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg, sequela"
S8629,10,Other injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level
S86291,10,"Other injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg"
S86291A,10,"Other injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg, initial encounter"
S86291D,10,"Other injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg, subsequent encounter"
S86291S,10,"Other injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg, sequela"
S86292,10,"Other injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg"
S86292A,10,"Other injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg, initial encounter"
S86292D,10,"Other injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg, subsequent encounter"
S86292S,10,"Other injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg, sequela"
S86299,10,"Other injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg"
S86299A,10,"Other injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg, initial encounter"
S86299D,10,"Other injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg, subsequent encounter"
S86299S,10,"Other injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg, sequela"
S863,10,Injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level
S8630,10,Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level
S86301,10,"Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, right leg"
S86301A,10,"Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, right leg, initial encounter"
S86301D,10,"Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, right leg, subsequent encounter"
S86301S,10,"Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, right leg, sequela"
S86302,10,"Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, left leg"
S86302A,10,"Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, left leg, initial encounter"
S86302D,10,"Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, left leg, subsequent encounter"
S86302S,10,"Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, left leg, sequela"
S86309,10,"Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, unspecified leg"
S86309A,10,"Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, unspecified leg, initial encounter"
S86309D,10,"Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, unspecified leg, subsequent encounter"
S86309S,10,"Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, unspecified leg, sequela"
S8631,10,Strain of muscle(s) and tendon(s) of peroneal muscle group at lower leg level
S86311,10,"Strain of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, right leg"
S86311A,10,"Strain of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, right leg, initial encounter"
S86311D,10,"Strain of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, right leg, subsequent encounter"
S86311S,10,"Strain of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, right leg, sequela"
S86312,10,"Strain of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, left leg"
S86312A,10,"Strain of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, left leg, initial encounter"
